order_id,item_id,quantity,special_request,subtotal,payment_method,order_placed,order_status
2722,22,4,Spicy,10.62,Interac Transfer,2023-06-16 08:06:50,Completed
2723,7,2,None,20.33,Interac Transfer,2023-01-13 17:35:33,In Progress
2724,3,1,None,20.71,Interac Transfer,2023-11-18 02:01:15,Cancelled
2725,14,1,Extra gravy,23.35,Credit Card,2023-03-01 11:48:09,In Progress
2726,10,3,Spicy,20.52,Interac Transfer,2023-01-09 01:55:43,In Progress
2727,16,4,None,29.23,Cash,2023-06-12 21:45:28,Completed
2728,16,1,Extra syrup,9.93,Interac Transfer,2023-09-14 16:24:24,Cancelled
2729,22,3,Extra gravy,28.78,Interac Transfer,2023-05-12 03:09:49,Cancelled
2730,10,5,Extra syrup,18.46,Cash,2023-11-13 16:20:13,Cancelled
2731,13,3,Spicy,21.8,Cash,2023-02-28 23:02:41,Completed
2732,6,3,Extra syrup,7.49,Interac Transfer,2023-05-05 01:11:45,In Progress
2733,12,3,None,14.51,Cash,2023-06-11 22:36:18,Cancelled
2734,9,2,None,24.23,Credit Card,2023-07-17 00:25:34,In Progress
2735,13,3,No powdered sugar,22.67,Cash,2023-04-24 03:10:16,Cancelled
2736,4,3,Extra gravy,6.0,Credit Card,2023-08-12 15:55:38,Cancelled
2737,11,2,Spicy,18.66,Cash,2023-10-24 16:25:05,Cancelled
2738,20,2,Extra gravy,7.21,Credit Card,2023-04-05 21:15:43,Cancelled
2739,18,5,Extra syrup,29.9,Credit Card,2023-04-05 14:07:00,Completed
2740,11,4,Spicy,27.43,Interac Transfer,2023-07-17 19:20:41,Completed
2741,21,1,Spicy,5.53,Cash,2023-05-24 13:09:22,In Progress
2742,4,1,None,26.47,Cash,2023-04-16 10:14:59,Completed
2743,18,3,Extra syrup,27.99,Cash,2023-12-29 20:00:59,Cancelled
2744,1,5,None,13.84,Credit Card,2023-10-23 12:08:06,In Progress
2745,7,3,None,22.99,Interac Transfer,2023-07-25 01:38:53,In Progress
2746,6,1,No powdered sugar,16.05,Cash,2023-08-23 09:46:55,In Progress
2747,15,2,None,21.38,Interac Transfer,2023-08-15 19:24:27,Cancelled
2748,18,4,Extra gravy,13.51,Interac Transfer,2023-04-07 20:10:18,Cancelled
2749,11,5,Spicy,13.06,Credit Card,2023-05-08 22:15:31,In Progress
2750,20,2,None,15.61,Cash,2023-12-07 01:59:27,Completed
2751,15,4,Extra gravy,8.64,Interac Transfer,2023-03-12 15:15:43,Cancelled
2752,16,5,Extra syrup,25.78,Cash,2023-09-10 02:06:44,Cancelled
2753,7,5,Spicy,13.72,Cash,2023-05-22 21:16:25,Completed
2754,21,1,Extra syrup,15.0,Cash,2023-11-25 07:41:45,In Progress
2755,10,2,Extra gravy,27.35,Interac Transfer,2023-01-19 10:36:26,Completed
2756,12,5,Extra syrup,17.42,Credit Card,2023-10-10 21:55:01,Cancelled
2757,14,5,Extra syrup,18.61,Credit Card,2023-06-16 10:29:13,In Progress
2758,5,4,Extra syrup,28.91,Interac Transfer,2023-04-09 11:40:40,In Progress
2759,21,1,None,27.17,Cash,2023-05-24 00:46:15,Completed
2760,18,3,None,9.24,Cash,2023-10-29 04:23:40,Cancelled
2761,5,1,None,16.83,Credit Card,2023-09-20 09:26:32,Cancelled
2762,3,3,Spicy,29.28,Interac Transfer,2023-06-30 14:12:05,In Progress
2763,5,2,Extra gravy,14.31,Interac Transfer,2023-12-23 05:21:25,Cancelled
2764,17,2,None,14.29,Credit Card,2023-01-16 09:18:13,In Progress
2765,19,5,Extra syrup,9.88,Interac Transfer,2023-05-28 11:27:28,In Progress
2766,19,2,Extra syrup,7.86,Interac Transfer,2023-01-23 10:58:25,In Progress
2767,21,5,Extra syrup,23.51,Credit Card,2023-11-18 20:59:34,Cancelled
2768,12,1,Extra syrup,24.25,Credit Card,2023-06-09 21:03:33,Completed
2769,9,2,No powdered sugar,29.23,Interac Transfer,2023-02-05 19:51:52,In Progress
2770,1,1,Spicy,24.34,Interac Transfer,2023-02-17 02:10:16,Completed
2771,18,1,Extra gravy,11.08,Credit Card,2023-06-29 00:35:30,Completed
2772,21,2,Extra gravy,6.0,Credit Card,2023-11-28 00:40:43,Completed
2773,4,1,None,29.64,Cash,2023-04-03 12:12:44,Completed
2774,10,2,No powdered sugar,13.51,Interac Transfer,2023-02-14 06:43:22,Completed
2775,7,2,Extra gravy,12.8,Interac Transfer,2023-08-31 12:38:50,In Progress
2776,22,2,Spicy,27.65,Credit Card,2023-12-08 20:09:19,Cancelled
2777,1,3,Extra syrup,19.63,Credit Card,2023-05-06 07:50:30,Completed
2778,17,1,None,10.37,Cash,2023-02-20 20:30:43,Cancelled
2779,2,4,Spicy,27.23,Cash,2023-05-29 19:30:31,Cancelled
2780,11,2,Extra gravy,29.83,Credit Card,2023-03-15 09:47:22,In Progress
2781,9,1,No powdered sugar,7.17,Interac Transfer,2023-07-11 12:08:05,Completed
2782,7,5,None,26.56,Cash,2023-02-13 10:47:56,Cancelled
2783,22,2,Extra gravy,14.76,Credit Card,2023-06-11 02:13:36,Cancelled
2784,17,2,None,18.1,Credit Card,2023-04-24 22:59:24,Completed
2785,17,4,Extra gravy,27.87,Credit Card,2023-07-29 20:25:30,In Progress
2786,2,3,Extra syrup,29.33,Interac Transfer,2023-10-22 07:03:49,In Progress
2787,6,3,No powdered sugar,11.55,Credit Card,2023-08-22 17:45:31,Completed
2788,14,2,Extra syrup,10.32,Credit Card,2023-08-08 03:16:40,Cancelled
2789,6,1,Extra gravy,7.01,Interac Transfer,2023-03-03 04:20:44,In Progress
2790,2,5,Spicy,19.04,Credit Card,2023-05-12 11:42:29,In Progress
2791,1,5,Extra syrup,5.34,Credit Card,2023-08-18 02:21:21,Cancelled
2792,10,1,Spicy,15.3,Cash,2023-09-15 14:30:26,Cancelled
2793,21,2,Extra gravy,6.83,Credit Card,2023-08-19 17:59:01,Cancelled
2794,5,5,No powdered sugar,15.13,Interac Transfer,2023-12-13 22:29:39,Cancelled
2795,2,3,Spicy,6.0,Cash,2023-06-25 21:46:04,Completed
2796,22,1,Extra gravy,25.88,Credit Card,2023-07-18 23:51:43,Cancelled
2797,16,4,Spicy,10.24,Interac Transfer,2023-09-04 00:59:45,In Progress
2798,2,2,Extra syrup,13.21,Credit Card,2023-03-30 05:17:31,Cancelled
2799,10,1,Extra gravy,26.75,Cash,2023-09-28 06:03:30,Cancelled
2800,2,5,Extra syrup,23.66,Interac Transfer,2023-08-08 02:14:59,Completed
2801,16,2,None,10.48,Cash,2023-04-13 00:33:36,Completed
2802,16,3,Extra gravy,6.8,Interac Transfer,2023-02-03 13:09:48,Cancelled
2803,19,2,Spicy,22.89,Interac Transfer,2023-12-14 22:49:45,Completed
2804,7,2,None,14.77,Credit Card,2023-06-07 22:37:12,Completed
2805,22,3,Extra syrup,24.15,Interac Transfer,2023-10-18 08:47:59,Completed
2806,12,3,Extra syrup,16.13,Interac Transfer,2023-07-03 11:35:32,Completed
2807,15,2,Spicy,13.65,Credit Card,2023-06-17 19:04:24,Cancelled
2808,8,3,None,16.28,Interac Transfer,2023-05-14 18:43:57,Completed
2809,6,1,No powdered sugar,23.71,Interac Transfer,2023-09-26 06:46:01,Completed
2810,10,3,Spicy,27.56,Interac Transfer,2023-09-14 02:21:55,In Progress
2811,3,3,Extra syrup,6.24,Interac Transfer,2023-11-27 03:25:36,Cancelled
2812,19,2,Extra gravy,18.1,Credit Card,2023-09-25 19:49:42,Completed
2813,17,1,None,5.82,Credit Card,2023-08-25 06:33:30,In Progress
2814,7,4,No powdered sugar,16.71,Cash,2023-11-02 21:31:19,Completed
2815,21,4,Extra gravy,27.13,Interac Transfer,2023-06-13 10:03:37,Cancelled
2816,20,5,None,14.04,Credit Card,2023-11-26 22:47:19,In Progress
2817,4,3,Spicy,28.31,Interac Transfer,2023-10-21 19:35:13,In Progress
2818,14,3,Spicy,20.77,Credit Card,2023-08-07 10:10:33,Cancelled
2819,20,1,None,28.35,Cash,2023-07-12 04:21:16,In Progress
2820,22,4,No powdered sugar,23.93,Interac Transfer,2023-05-31 15:42:40,In Progress
2821,15,5,None,7.59,Cash,2023-11-13 04:43:33,Completed
2822,8,1,Extra gravy,10.78,Cash,2023-08-10 17:45:58,In Progress
2823,21,3,Extra gravy,14.85,Cash,2023-05-02 18:26:56,Cancelled
2824,15,4,Spicy,9.25,Credit Card,2023-05-19 03:40:31,Completed
2825,22,5,None,17.37,Interac Transfer,2023-07-08 05:32:18,In Progress
2826,20,2,Spicy,16.78,Credit Card,2023-11-13 15:10:12,Completed
2827,14,4,No powdered sugar,28.91,Credit Card,2023-10-11 08:42:12,Cancelled
2828,9,5,Extra gravy,15.84,Interac Transfer,2023-04-11 00:59:17,In Progress
2829,8,1,Extra syrup,24.64,Interac Transfer,2023-03-19 00:27:19,Cancelled
2830,17,2,Extra syrup,28.55,Interac Transfer,2023-02-08 01:16:45,Cancelled
2831,2,5,None,26.92,Interac Transfer,2023-01-22 02:42:35,In Progress
2832,3,5,None,10.22,Credit Card,2023-11-28 19:50:20,In Progress
2833,8,3,Extra syrup,17.4,Interac Transfer,2023-10-30 06:38:39,Completed
2834,12,4,None,13.69,Interac Transfer,2023-03-09 01:52:49,Cancelled
2835,1,3,Extra gravy,15.0,Interac Transfer,2023-10-17 02:56:32,In Progress
2836,10,2,No powdered sugar,14.02,Cash,2023-06-20 19:29:46,Cancelled
2837,20,5,No powdered sugar,25.66,Interac Transfer,2023-06-15 04:19:00,In Progress
2838,3,3,Spicy,16.3,Interac Transfer,2023-02-20 03:24:13,Cancelled
2839,6,4,Extra gravy,18.09,Credit Card,2023-05-07 11:18:01,Completed
2840,7,2,None,29.56,Cash,2023-09-23 09:21:52,Cancelled
2841,20,1,None,6.5,Credit Card,2023-09-30 11:10:24,In Progress
2842,18,3,Spicy,17.2,Cash,2023-03-06 18:23:20,Completed
2843,11,2,Spicy,24.35,Credit Card,2023-10-16 17:53:07,Completed
2844,19,1,None,8.78,Credit Card,2023-11-07 20:43:34,In Progress
2845,5,3,None,20.29,Interac Transfer,2023-01-13 08:55:55,Completed
2846,19,2,Extra gravy,10.99,Interac Transfer,2023-10-22 06:01:12,Cancelled
2847,11,2,Spicy,26.69,Cash,2023-06-17 23:56:07,Cancelled
2848,12,3,Extra gravy,13.18,Cash,2023-05-02 00:21:27,In Progress
2849,10,2,None,13.23,Cash,2023-12-15 09:35:13,Cancelled
2850,8,5,Extra syrup,19.95,Interac Transfer,2023-10-10 00:23:27,In Progress
2851,9,3,Extra syrup,9.59,Credit Card,2023-10-14 05:07:49,Completed
2852,4,2,None,12.12,Cash,2023-07-15 10:03:51,Cancelled
2853,5,1,Spicy,15.42,Interac Transfer,2023-06-13 17:39:42,In Progress
2854,21,1,Extra syrup,13.84,Interac Transfer,2023-04-26 15:37:49,Cancelled
2855,8,5,Spicy,18.12,Credit Card,2023-10-06 14:48:50,Completed
2856,9,3,Extra syrup,19.99,Credit Card,2023-06-28 05:42:55,Completed
2857,15,2,Spicy,19.17,Interac Transfer,2023-03-03 07:39:02,Cancelled
2858,15,2,Extra syrup,21.35,Credit Card,2023-06-26 20:25:50,Completed
2859,16,1,Spicy,12.69,Credit Card,2023-03-21 04:02:26,In Progress
2860,14,5,Extra gravy,8.16,Interac Transfer,2023-11-26 05:47:15,Cancelled
2861,8,1,Spicy,24.02,Cash,2023-07-30 11:59:13,Cancelled
2862,18,1,Extra gravy,26.27,Cash,2023-06-17 21:48:03,Completed
2863,10,5,Extra gravy,11.43,Interac Transfer,2023-11-12 11:51:59,In Progress
2864,20,3,None,15.18,Cash,2023-01-13 04:37:59,Cancelled
2865,6,2,Extra gravy,17.46,Interac Transfer,2023-08-13 08:51:01,Cancelled
2866,12,3,No powdered sugar,18.33,Interac Transfer,2023-03-23 20:10:12,Completed
2867,2,4,Extra gravy,21.49,Credit Card,2023-07-10 08:32:15,Completed
2868,7,4,Spicy,6.04,Cash,2023-01-16 03:55:43,In Progress
2869,16,4,Extra gravy,23.04,Interac Transfer,2023-10-05 02:04:13,In Progress
2870,3,5,Spicy,6.55,Cash,2023-05-18 02:36:44,Completed
2871,13,1,Spicy,16.71,Cash,2023-07-17 21:59:20,In Progress
2872,3,3,No powdered sugar,25.69,Cash,2023-08-21 23:43:36,Completed
2873,18,2,Extra gravy,16.28,Interac Transfer,2023-10-10 07:56:00,Cancelled
2874,11,4,Extra gravy,8.73,Credit Card,2023-01-17 11:33:53,Completed
2875,8,3,Extra syrup,29.63,Cash,2023-02-26 14:23:21,Completed
2876,6,4,Extra syrup,27.23,Interac Transfer,2023-02-01 22:00:48,Completed
2877,1,4,None,24.28,Cash,2023-10-10 21:22:38,Cancelled
2878,1,2,Spicy,15.29,Credit Card,2023-08-02 07:21:29,In Progress
2879,8,5,No powdered sugar,9.6,Cash,2023-08-31 10:37:22,In Progress
2880,5,1,Extra syrup,28.54,Interac Transfer,2023-01-05 00:41:38,In Progress
2881,16,5,Extra gravy,18.31,Cash,2023-01-29 15:40:24,Completed
2882,11,3,None,26.31,Cash,2023-01-23 01:43:08,Completed
2883,5,5,No powdered sugar,13.55,Cash,2023-02-19 17:44:11,In Progress
2884,4,3,Extra gravy,13.38,Credit Card,2023-04-06 19:51:02,Cancelled
2885,6,3,Extra gravy,29.64,Cash,2023-07-04 16:00:51,Cancelled
2886,14,1,Spicy,18.05,Interac Transfer,2023-10-02 06:01:32,Cancelled
2887,22,2,Spicy,8.52,Cash,2023-04-14 12:24:50,Cancelled
2888,19,1,Extra syrup,10.49,Cash,2023-01-03 06:41:09,Completed
2889,9,5,Extra syrup,17.05,Cash,2023-05-09 21:58:07,In Progress
2890,12,3,Extra gravy,6.06,Credit Card,2023-10-04 23:09:28,Cancelled
2891,11,4,Extra gravy,16.56,Interac Transfer,2023-10-03 22:21:58,Completed
2892,14,4,Extra syrup,15.47,Cash,2023-07-08 16:26:52,Completed
2893,16,3,Extra syrup,24.48,Interac Transfer,2023-05-23 06:30:11,Completed
2894,1,1,Extra gravy,13.87,Interac Transfer,2023-04-03 19:50:36,In Progress
2895,13,2,No powdered sugar,29.56,Credit Card,2023-09-14 05:07:24,Completed
2896,21,1,Extra gravy,9.52,Interac Transfer,2023-04-01 15:27:05,In Progress
2897,21,3,No powdered sugar,19.77,Cash,2023-08-01 19:46:00,In Progress
2898,13,3,No powdered sugar,7.24,Credit Card,2023-08-22 08:49:26,In Progress
2899,2,2,Extra gravy,23.35,Credit Card,2023-12-22 00:45:37,In Progress
2900,4,5,None,29.87,Interac Transfer,2023-12-05 21:23:28,Completed
2901,6,5,Extra syrup,25.48,Credit Card,2023-08-30 03:00:02,Completed
2902,5,2,Spicy,18.89,Interac Transfer,2023-04-23 08:19:15,Completed
2903,3,5,Extra gravy,17.12,Interac Transfer,2023-11-25 11:46:24,Cancelled
2904,1,4,No powdered sugar,25.88,Credit Card,2023-08-10 02:40:14,Cancelled
2905,4,5,Extra gravy,28.4,Cash,2023-07-23 09:34:56,In Progress
2906,20,5,Extra syrup,29.73,Interac Transfer,2023-11-02 03:11:52,In Progress
2907,2,5,No powdered sugar,14.91,Credit Card,2023-12-17 20:15:34,In Progress
2908,5,4,Spicy,29.77,Credit Card,2023-11-29 19:04:36,In Progress
2909,3,5,Spicy,8.9,Interac Transfer,2023-05-31 17:00:43,In Progress
2910,9,4,Spicy,11.34,Interac Transfer,2023-06-13 18:37:54,Cancelled
2911,20,2,None,7.23,Interac Transfer,2023-01-10 08:23:19,In Progress
2912,6,1,No powdered sugar,11.79,Interac Transfer,2023-01-05 18:59:22,Completed
2913,18,2,No powdered sugar,24.2,Cash,2023-02-20 16:50:47,In Progress
2914,6,1,None,26.32,Cash,2023-10-26 23:42:18,Completed
2915,19,2,No powdered sugar,24.47,Cash,2023-09-10 02:50:33,Completed
2916,12,1,None,20.78,Cash,2023-05-02 13:55:49,Completed
2917,11,1,Extra gravy,17.85,Credit Card,2023-04-19 02:44:42,Completed
2918,2,3,Extra syrup,22.72,Interac Transfer,2023-03-24 14:55:22,In Progress
2919,15,1,Spicy,14.77,Credit Card,2023-05-06 20:56:06,In Progress
2920,12,1,None,26.03,Credit Card,2023-09-20 12:18:36,In Progress
2921,12,3,None,21.93,Cash,2023-06-11 04:45:54,In Progress
2922,9,5,None,22.45,Credit Card,2023-04-15 17:22:10,In Progress
2923,21,5,Extra gravy,18.4,Cash,2023-01-21 19:01:16,Cancelled
2924,2,3,None,27.13,Interac Transfer,2023-02-24 10:32:25,Completed
2925,22,4,Extra syrup,11.3,Cash,2023-12-16 04:59:03,Completed
2926,3,1,Extra syrup,14.53,Interac Transfer,2023-01-10 21:37:27,Cancelled
2927,12,1,Spicy,24.44,Cash,2023-08-31 07:10:05,Cancelled
2928,16,3,Extra gravy,17.32,Credit Card,2023-05-20 09:08:37,In Progress
2929,21,3,Extra syrup,27.23,Credit Card,2023-03-04 20:17:43,In Progress
2930,1,4,No powdered sugar,13.66,Cash,2023-02-13 02:04:09,Completed
2931,21,5,No powdered sugar,14.23,Interac Transfer,2023-04-01 16:05:14,In Progress
2932,3,2,No powdered sugar,27.22,Interac Transfer,2023-04-15 13:09:13,Completed
2933,20,5,None,16.61,Cash,2023-09-28 21:48:33,In Progress
2934,2,1,None,17.9,Credit Card,2023-07-16 08:48:13,In Progress
2935,9,3,No powdered sugar,13.32,Interac Transfer,2023-09-20 02:18:55,Completed
2936,19,4,Spicy,11.92,Cash,2023-06-01 01:59:56,Cancelled
2937,15,5,Spicy,21.4,Interac Transfer,2023-08-04 00:30:59,Cancelled
2938,18,4,None,8.0,Credit Card,2023-07-01 15:31:35,In Progress
2939,11,5,No powdered sugar,26.98,Interac Transfer,2023-10-24 13:15:48,Cancelled
2940,16,1,Spicy,24.48,Cash,2023-10-26 04:27:30,In Progress
2941,22,2,None,9.77,Interac Transfer,2023-01-06 17:56:12,Cancelled
2942,17,4,No powdered sugar,22.35,Interac Transfer,2023-12-01 13:08:14,Cancelled
2943,5,4,Extra gravy,20.07,Credit Card,2023-01-23 01:15:47,Completed
2944,12,2,No powdered sugar,9.61,Credit Card,2023-11-04 17:20:39,Cancelled
2945,11,4,No powdered sugar,11.83,Credit Card,2023-03-30 23:07:52,In Progress
2946,15,4,Extra syrup,15.22,Credit Card,2023-07-25 15:35:07,Completed
2947,3,5,Extra syrup,22.48,Cash,2023-11-20 04:58:01,Cancelled
2948,1,5,Extra gravy,20.97,Interac Transfer,2023-02-13 11:58:46,Completed
2949,20,2,Extra gravy,18.31,Interac Transfer,2023-05-30 23:39:38,Cancelled
2950,16,1,No powdered sugar,24.21,Interac Transfer,2023-03-08 01:31:21,In Progress
2951,2,4,Spicy,23.95,Interac Transfer,2023-02-05 14:05:40,In Progress
2952,2,1,Extra gravy,20.45,Cash,2023-01-13 17:11:40,Completed
2953,3,2,No powdered sugar,24.67,Credit Card,2023-02-10 18:13:25,Cancelled
2954,8,2,None,13.36,Interac Transfer,2023-06-03 21:16:09,Cancelled
2955,15,5,Extra syrup,27.03,Interac Transfer,2023-01-27 16:26:01,Completed
2956,7,4,Spicy,20.37,Credit Card,2023-04-29 04:26:33,Completed
2957,6,3,No powdered sugar,25.56,Credit Card,2023-02-09 09:13:07,In Progress
2958,9,2,None,18.66,Interac Transfer,2023-12-06 00:30:53,Completed
2959,20,4,Extra syrup,10.46,Credit Card,2023-05-23 18:09:46,Cancelled
2960,1,1,None,18.56,Interac Transfer,2023-11-10 13:27:54,Completed
2961,8,5,No powdered sugar,14.28,Interac Transfer,2023-10-06 19:14:08,In Progress
2962,3,1,Extra gravy,22.44,Interac Transfer,2023-02-23 14:50:50,Completed
2963,4,2,Extra syrup,16.89,Interac Transfer,2023-08-29 03:04:56,Cancelled
2964,15,2,None,25.9,Interac Transfer,2023-08-25 16:53:55,Completed
2965,6,1,Extra gravy,21.95,Interac Transfer,2023-05-22 02:40:29,Completed
2966,15,2,Spicy,22.11,Credit Card,2023-10-15 23:46:13,Completed
2967,21,4,No powdered sugar,10.43,Cash,2023-07-10 10:31:52,In Progress
2968,3,2,No powdered sugar,29.61,Cash,2023-05-06 11:54:59,In Progress
2969,21,5,Extra syrup,26.04,Interac Transfer,2023-09-17 01:00:30,In Progress
2970,21,4,None,24.73,Credit Card,2023-12-26 00:20:01,In Progress
2971,14,3,Spicy,13.26,Interac Transfer,2023-08-05 02:25:48,Cancelled
2972,20,2,Extra syrup,18.39,Credit Card,2023-10-31 14:35:53,Cancelled
2973,14,2,Extra syrup,8.43,Interac Transfer,2023-02-13 04:24:58,In Progress
2974,4,5,None,18.46,Interac Transfer,2023-12-03 16:15:21,In Progress
2975,12,5,Spicy,8.65,Cash,2023-04-13 09:06:43,In Progress
2976,17,1,None,18.83,Credit Card,2023-10-21 13:41:06,Completed
2977,7,1,No powdered sugar,21.22,Credit Card,2023-09-30 18:27:48,Cancelled
2978,9,1,Extra gravy,14.75,Cash,2023-01-25 12:33:18,Completed
2979,3,5,No powdered sugar,17.46,Cash,2023-10-01 08:38:24,In Progress
2980,13,1,No powdered sugar,26.89,Cash,2023-12-06 14:33:28,Cancelled
2981,15,1,Extra syrup,7.71,Cash,2023-03-11 18:59:18,In Progress
2982,18,3,No powdered sugar,24.79,Credit Card,2023-09-16 06:20:16,Completed
2983,19,1,Spicy,9.27,Credit Card,2023-06-26 00:34:34,Cancelled
2984,1,2,No powdered sugar,5.92,Cash,2023-04-05 00:45:03,Completed
2985,6,5,Spicy,9.64,Interac Transfer,2023-05-24 08:08:31,Cancelled
2986,2,4,None,24.13,Interac Transfer,2023-05-19 21:40:01,In Progress
2987,14,3,Extra syrup,15.13,Interac Transfer,2023-09-03 17:35:27,Cancelled
2988,6,5,Spicy,26.81,Interac Transfer,2023-03-17 23:01:12,Completed
2989,14,5,No powdered sugar,18.12,Credit Card,2023-01-18 03:23:17,Completed
2990,4,2,Extra syrup,5.56,Credit Card,2023-12-08 15:00:13,Completed
2991,21,1,Extra syrup,22.92,Credit Card,2023-02-04 06:03:33,Completed
2992,8,2,Spicy,7.76,Interac Transfer,2023-06-24 17:32:42,In Progress
2993,3,1,Spicy,24.73,Cash,2023-09-18 15:31:49,Completed
2994,19,1,Extra gravy,9.2,Interac Transfer,2023-05-20 06:04:03,In Progress
2995,14,5,Extra gravy,13.64,Credit Card,2023-11-18 04:23:42,Cancelled
2996,20,1,Extra syrup,24.03,Interac Transfer,2023-05-03 11:06:12,Completed
2997,17,3,Extra gravy,28.86,Cash,2023-05-13 18:01:09,Cancelled
2998,8,3,No powdered sugar,14.29,Cash,2023-04-26 02:01:47,Cancelled
2999,14,3,None,25.74,Interac Transfer,2023-08-26 02:31:55,In Progress
3000,6,5,Extra syrup,9.77,Credit Card,2023-07-31 13:54:10,Completed
3001,22,2,None,25.18,Credit Card,2023-11-23 20:34:10,In Progress
3002,16,4,Extra gravy,21.44,Credit Card,2023-10-15 17:48:04,Completed
3003,19,1,Spicy,9.82,Interac Transfer,2023-11-10 06:13:00,Cancelled
3004,14,4,Extra syrup,12.56,Credit Card,2023-09-25 00:29:36,In Progress
3005,19,2,Extra gravy,8.29,Interac Transfer,2023-01-02 22:13:37,Completed
3006,3,2,No powdered sugar,14.57,Credit Card,2023-12-18 17:51:00,Cancelled
3007,10,5,Extra syrup,10.09,Cash,2023-02-01 12:37:34,In Progress
3008,19,3,Extra syrup,21.1,Cash,2023-03-06 17:12:39,In Progress
3009,9,3,Spicy,29.86,Credit Card,2023-02-26 00:48:15,In Progress
3010,20,2,Extra syrup,5.3,Interac Transfer,2023-06-28 20:36:46,In Progress
3011,13,5,Spicy,18.52,Credit Card,2023-09-10 00:57:52,Cancelled
3012,7,5,Extra gravy,19.34,Interac Transfer,2023-04-24 09:44:08,Cancelled
3013,14,1,No powdered sugar,27.86,Cash,2023-04-15 22:10:10,Cancelled
3014,9,3,No powdered sugar,17.65,Interac Transfer,2023-11-26 11:38:07,Cancelled
3015,19,2,Extra syrup,18.59,Credit Card,2023-03-19 17:29:36,Completed
3016,15,4,Extra syrup,16.79,Cash,2023-05-28 06:51:35,Cancelled
3017,20,3,Extra gravy,11.72,Interac Transfer,2023-05-10 08:23:32,In Progress
3018,14,1,Spicy,6.4,Interac Transfer,2023-01-12 12:47:23,In Progress
3019,6,5,No powdered sugar,15.22,Cash,2023-10-13 03:57:46,In Progress
3020,21,2,Spicy,6.31,Credit Card,2023-12-28 21:18:48,In Progress
3021,4,3,Extra gravy,18.76,Cash,2023-08-03 08:52:05,Completed
3022,8,4,No powdered sugar,12.68,Credit Card,2023-08-28 09:46:01,In Progress
3023,17,1,No powdered sugar,18.34,Credit Card,2023-02-19 08:03:34,In Progress
3024,9,1,None,8.36,Interac Transfer,2023-12-20 23:13:47,In Progress
3025,1,3,Extra gravy,28.32,Credit Card,2023-07-29 05:19:06,Cancelled
3026,20,4,Extra gravy,27.36,Credit Card,2023-04-14 11:24:34,Cancelled
3027,14,1,None,9.75,Cash,2023-08-11 03:54:09,Completed
3028,11,2,Spicy,13.59,Cash,2023-08-22 10:56:48,Completed
3029,21,1,None,20.34,Credit Card,2023-11-23 20:05:00,Completed
3030,3,4,Extra gravy,7.39,Interac Transfer,2023-08-25 06:29:16,In Progress
3031,9,5,Spicy,13.86,Cash,2023-09-10 22:14:54,Completed
3032,14,5,No powdered sugar,11.28,Interac Transfer,2023-04-11 19:26:22,Cancelled
3033,9,3,None,27.89,Cash,2023-10-13 23:06:56,Cancelled
3034,4,4,Spicy,26.31,Cash,2023-02-05 13:08:25,Cancelled
3035,4,1,Spicy,19.5,Credit Card,2023-07-26 03:41:05,In Progress
3036,8,1,Spicy,18.01,Cash,2023-02-03 16:08:03,In Progress
3037,2,5,None,28.27,Cash,2023-08-24 08:07:24,Completed
3038,9,5,No powdered sugar,28.31,Interac Transfer,2023-06-02 05:26:10,Completed
3039,14,2,Spicy,29.23,Cash,2023-11-23 10:13:03,Completed
3040,22,5,None,8.13,Cash,2023-08-17 16:42:55,Completed
3041,9,2,Extra gravy,9.01,Interac Transfer,2023-02-22 01:17:51,In Progress
3042,16,1,None,21.92,Credit Card,2023-01-11 04:16:28,Cancelled
3043,17,2,None,18.54,Credit Card,2023-04-03 06:44:49,In Progress
3044,16,2,None,5.46,Cash,2023-01-15 12:42:39,Completed
3045,12,3,Spicy,6.55,Cash,2023-12-04 21:33:21,In Progress
3046,3,5,None,27.2,Interac Transfer,2023-06-12 09:45:08,Cancelled
3047,11,2,Extra gravy,26.72,Credit Card,2023-05-22 18:37:49,In Progress
3048,14,1,Spicy,13.93,Credit Card,2023-09-22 09:17:01,Cancelled
3049,18,4,Extra gravy,27.28,Credit Card,2023-02-28 17:47:42,Completed
3050,21,2,Extra syrup,19.84,Interac Transfer,2023-04-16 18:00:36,In Progress
3051,21,5,None,25.15,Interac Transfer,2023-08-14 19:08:07,Completed
3052,5,3,Spicy,15.69,Interac Transfer,2023-11-04 11:11:04,Completed
3053,16,1,Spicy,7.83,Cash,2023-08-17 05:37:17,Cancelled
3054,20,3,None,15.84,Credit Card,2023-04-20 20:53:44,Cancelled
3055,5,4,No powdered sugar,16.43,Cash,2023-09-24 14:01:12,Completed
3056,3,2,No powdered sugar,18.77,Cash,2023-12-25 11:47:58,Cancelled
3057,12,2,Extra gravy,7.64,Interac Transfer,2023-07-16 16:45:18,Cancelled
3058,1,5,None,29.79,Credit Card,2023-08-16 17:42:20,Completed
3059,21,2,None,11.1,Cash,2023-05-31 12:47:26,Completed
3060,9,1,Extra syrup,9.96,Credit Card,2023-09-12 17:38:33,Cancelled
3061,9,4,No powdered sugar,18.17,Cash,2023-01-23 08:18:17,Completed
3062,4,3,No powdered sugar,18.43,Interac Transfer,2023-05-07 14:11:38,Completed
3063,3,4,None,16.0,Cash,2023-11-03 23:45:28,Cancelled
