order_id,customer_id,item_id,quantity,special_request,subtotal,payment_method,order_placed,order_status
2910,1967,16,4,Extra gravy,16.99,Cash,2023-12-06 01:06:57,Completed
2911,1621,19,5,None,9.93,Credit Card,2023-12-12 06:53:20,Completed
2912,1973,9,4,Spicy,22.01,Interac Transfer,2023-11-22 11:50:19,In Progress
2913,1841,5,2,None,10.54,Cash,2023-07-07 17:01:32,In Progress
2914,1961,8,4,No powdered sugar,5.03,Cash,2023-06-16 11:20:25,Cancelled
2915,1941,9,1,No powdered sugar,28.34,Interac Transfer,2023-01-16 18:48:25,Completed
2916,1776,5,4,Spicy,12.65,Cash,2023-06-30 17:46:01,Completed
2917,1002,10,5,Spicy,9.92,Credit Card,2023-07-12 06:36:09,In Progress
2918,1084,2,3,Spicy,11.7,Cash,2023-11-21 23:36:46,In Progress
2919,1793,9,4,Extra gravy,13.26,Interac Transfer,2023-05-10 06:01:34,Completed
2920,1327,11,4,None,16.86,Credit Card,2023-02-21 14:11:55,Completed
2921,1815,4,4,No powdered sugar,6.73,Credit Card,2023-06-12 01:27:55,In Progress
2922,1449,22,5,None,6.32,Interac Transfer,2023-05-14 01:22:56,In Progress
2923,1453,22,4,None,12.32,Interac Transfer,2023-04-17 02:22:24,Completed
2924,1923,22,5,None,12.39,Credit Card,2023-01-13 19:46:35,In Progress
2925,1628,2,5,Spicy,7.94,Cash,2023-10-04 01:30:44,In Progress
2926,1220,6,3,Spicy,15.12,Interac Transfer,2023-07-27 02:20:47,Completed
2927,1153,14,1,No powdered sugar,12.1,Credit Card,2023-06-19 06:13:06,Cancelled
2928,1664,1,5,No powdered sugar,5.65,Interac Transfer,2023-10-23 04:30:31,In Progress
2929,1011,18,2,No powdered sugar,27.14,Cash,2023-06-09 10:54:03,Cancelled
2930,1132,7,4,None,27.15,Cash,2023-06-27 18:44:00,In Progress
2931,1993,1,2,Spicy,10.23,Credit Card,2023-07-04 21:42:08,Cancelled
2932,1303,1,4,Extra gravy,9.07,Cash,2023-05-13 05:50:59,In Progress
2933,1292,1,3,None,18.68,Cash,2023-12-03 02:38:17,Cancelled
2934,1974,4,5,Extra mustard,20.77,Cash,2023-05-16 16:05:20,Cancelled
2935,1299,4,1,None,28.94,Interac Transfer,2023-01-29 01:52:55,In Progress
2936,1739,18,5,Spicy,14.43,Credit Card,2023-03-22 06:00:56,Cancelled
2937,1782,11,4,Extra mustard,20.46,Credit Card,2023-06-14 19:59:05,Completed
2938,1042,1,1,None,26.95,Credit Card,2023-11-16 08:27:52,Completed
2939,1943,10,5,Spicy,16.25,Cash,2023-05-20 15:23:19,Completed
2940,1342,9,1,Spicy,8.06,Interac Transfer,2023-04-04 16:27:37,Cancelled
2941,1325,4,4,Extra gravy,14.44,Credit Card,2023-02-26 22:20:43,In Progress
2942,1813,6,3,None,8.41,Interac Transfer,2023-03-23 08:51:29,Cancelled
2943,1497,16,3,Spicy,5.42,Credit Card,2023-12-25 09:21:47,In Progress
2944,1363,2,5,No powdered sugar,23.79,Cash,2023-03-09 07:53:03,Cancelled
2945,1890,18,2,Spicy,10.96,Credit Card,2023-04-19 10:04:52,In Progress
2946,1426,10,4,Extra gravy,5.05,Credit Card,2023-09-19 00:55:32,Cancelled
2947,1020,17,5,Spicy,26.81,Cash,2023-03-12 19:56:21,Cancelled
2948,1406,13,5,None,16.09,Cash,2023-01-15 08:04:24,Completed
2949,1618,18,3,None,10.97,Credit Card,2023-12-27 07:28:49,Cancelled
2950,1335,22,1,Extra mustard,11.57,Interac Transfer,2023-03-19 22:47:34,Completed
2951,1814,13,4,None,11.01,Cash,2023-08-09 04:30:01,In Progress
2952,1116,17,1,Extra mustard,9.86,Credit Card,2023-04-10 14:14:02,In Progress
2953,1123,5,4,No powdered sugar,26.03,Cash,2023-12-19 20:25:04,Completed
2954,1398,11,2,Extra gravy,9.26,Interac Transfer,2023-09-27 15:21:51,Cancelled
2955,1792,7,3,No powdered sugar,19.05,Credit Card,2023-06-01 06:10:26,In Progress
2956,1803,10,2,Extra mustard,6.93,Credit Card,2023-03-13 07:08:07,Cancelled
2957,1714,17,5,Spicy,28.74,Interac Transfer,2023-04-30 21:10:29,Cancelled
2958,1050,15,3,Spicy,20.08,Interac Transfer,2023-05-10 21:45:22,Cancelled
2959,1782,18,5,No powdered sugar,27.58,Credit Card,2023-07-02 21:41:47,In Progress
2960,1323,22,2,Spicy,14.95,Interac Transfer,2023-03-07 22:51:13,In Progress
2961,1788,19,4,Extra mustard,25.27,Interac Transfer,2023-01-04 00:06:19,Cancelled
2962,1140,2,5,Extra gravy,26.34,Credit Card,2023-11-27 21:02:34,Completed
2963,1469,4,1,None,22.57,Cash,2023-06-29 08:20:11,Completed
2964,1786,3,4,Extra mustard,7.32,Interac Transfer,2023-08-03 13:16:08,Completed
2965,1801,7,4,Extra mustard,5.4,Cash,2023-06-22 17:30:27,Cancelled
2966,1333,18,2,None,9.21,Cash,2023-02-06 14:58:29,Completed
2967,1892,10,2,None,7.95,Cash,2023-02-02 19:53:03,In Progress
2968,1963,7,3,Extra gravy,23.13,Interac Transfer,2023-08-19 16:52:27,Completed
2969,1372,8,3,Extra gravy,18.93,Credit Card,2023-09-10 20:16:50,Completed
2970,1563,6,1,Extra gravy,18.15,Credit Card,2023-04-09 06:21:16,Cancelled
2971,1493,22,4,Spicy,11.32,Credit Card,2023-05-06 14:04:32,In Progress
2972,1538,1,1,Extra mustard,8.87,Credit Card,2023-06-13 03:04:08,In Progress
2973,1668,4,1,None,10.16,Credit Card,2023-06-27 13:08:20,Completed
2974,1750,14,2,Extra mustard,15.01,Credit Card,2023-02-20 05:23:55,Cancelled
2975,1155,17,1,Extra mustard,23.5,Cash,2023-04-10 04:11:22,Cancelled
2976,1290,20,1,Extra gravy,11.36,Cash,2023-10-03 00:25:52,Completed
2977,1647,18,5,Extra gravy,22.47,Cash,2023-09-15 05:02:04,In Progress
2978,1143,11,3,Extra mustard,17.29,Interac Transfer,2023-02-26 07:25:10,In Progress
2979,1105,21,3,Extra gravy,27.14,Interac Transfer,2023-10-12 13:00:19,In Progress
2980,1419,14,4,Spicy,10.82,Interac Transfer,2023-04-18 05:28:11,Cancelled
2981,1669,9,3,None,16.27,Credit Card,2023-06-16 11:00:15,Completed
2982,1657,15,4,Extra mustard,7.42,Cash,2023-03-22 02:43:04,Cancelled
2983,1001,12,5,None,13.38,Interac Transfer,2023-10-15 23:01:36,In Progress
2984,1944,10,3,Spicy,17.67,Cash,2023-07-23 14:45:44,Cancelled
2985,1588,19,5,Extra gravy,23.32,Credit Card,2023-10-17 08:20:51,In Progress
2986,1643,19,3,No powdered sugar,9.95,Cash,2023-07-16 06:58:36,Completed
2987,1089,6,3,Spicy,10.45,Credit Card,2023-12-27 11:07:37,In Progress
2988,1344,20,5,No powdered sugar,20.79,Interac Transfer,2023-07-05 10:16:10,Completed
2989,1349,6,1,None,14.56,Credit Card,2023-11-10 13:08:45,Cancelled
2990,1458,8,1,Extra mustard,17.05,Credit Card,2023-08-04 22:48:53,Cancelled
2991,1262,1,1,Extra gravy,25.9,Cash,2023-11-11 13:58:18,Cancelled
2992,1350,22,1,Spicy,17.48,Credit Card,2023-10-07 01:20:25,In Progress
2993,1107,17,3,Extra gravy,21.31,Interac Transfer,2023-06-18 05:23:51,Completed
2994,1585,17,2,No powdered sugar,21.42,Interac Transfer,2023-05-26 15:49:51,Cancelled
2995,1038,15,5,No powdered sugar,25.09,Credit Card,2023-10-29 11:35:43,Cancelled
2996,1908,7,2,Extra mustard,20.95,Cash,2023-08-28 10:52:31,Completed
2997,1158,19,2,No powdered sugar,6.62,Interac Transfer,2023-10-24 17:17:30,In Progress
2998,1582,22,4,Extra mustard,13.55,Interac Transfer,2023-09-02 12:26:11,Cancelled
2999,1958,3,1,Spicy,29.73,Credit Card,2023-10-27 03:03:02,In Progress
3000,1311,22,3,Extra mustard,9.91,Credit Card,2023-11-05 18:07:54,In Progress
3001,1240,11,1,No powdered sugar,19.67,Interac Transfer,2023-04-03 16:22:10,In Progress
3002,1937,20,1,None,26.07,Credit Card,2023-03-05 12:15:18,Cancelled
3003,1444,19,2,Extra mustard,19.66,Credit Card,2023-11-27 18:48:28,Cancelled
3004,1297,9,4,Extra gravy,14.31,Interac Transfer,2023-03-19 04:58:45,Completed
3005,1951,10,1,None,7.01,Cash,2023-02-26 14:12:00,Completed
3006,1035,2,5,Extra mustard,14.04,Cash,2023-06-11 16:19:25,In Progress
3007,1083,1,5,Extra gravy,9.55,Interac Transfer,2023-09-27 16:09:39,Cancelled
3008,1451,16,1,None,29.02,Credit Card,2023-03-03 05:22:06,In Progress
3009,1885,18,2,Extra mustard,22.88,Interac Transfer,2023-03-28 16:52:31,Completed
3010,1774,17,2,Spicy,23.73,Interac Transfer,2023-04-30 08:04:07,In Progress
3011,1821,6,3,Extra gravy,15.9,Credit Card,2023-08-13 14:21:15,In Progress
3012,1384,14,4,Spicy,7.75,Cash,2023-05-18 08:55:16,Cancelled
3013,1171,15,2,No powdered sugar,11.67,Cash,2023-08-13 11:03:58,In Progress
3014,1375,14,3,Extra mustard,11.49,Credit Card,2023-08-24 12:45:58,In Progress
3015,1684,22,5,Extra mustard,17.17,Interac Transfer,2023-08-12 04:18:33,Cancelled
3016,1361,3,5,Extra gravy,16.52,Credit Card,2023-08-09 08:30:20,Cancelled
3017,1558,19,5,Extra mustard,15.84,Interac Transfer,2023-11-26 23:29:02,Completed
3018,1890,12,1,No powdered sugar,17.4,Credit Card,2023-10-10 01:57:42,Cancelled
3019,1140,2,4,Extra mustard,29.68,Credit Card,2023-01-09 20:00:04,In Progress
3020,1886,3,3,None,12.46,Cash,2023-07-21 14:47:43,Completed
3021,1917,18,4,Spicy,20.38,Cash,2023-11-05 08:28:10,Completed
3022,1117,1,1,No powdered sugar,10.99,Credit Card,2023-08-14 10:11:11,Completed
3023,1276,20,3,No powdered sugar,16.67,Credit Card,2023-12-05 05:41:38,Completed
3024,1725,21,3,Spicy,10.0,Cash,2023-03-08 14:44:25,In Progress
3025,1219,6,2,Spicy,18.95,Interac Transfer,2023-10-14 11:51:27,In Progress
3026,1904,5,4,No powdered sugar,11.63,Cash,2023-06-24 00:09:34,In Progress
3027,1025,1,4,Spicy,5.92,Interac Transfer,2023-02-08 08:36:04,In Progress
3028,1520,19,2,Extra gravy,25.38,Cash,2023-11-21 14:31:32,Completed
3029,1782,1,5,Spicy,8.21,Cash,2023-07-27 15:41:36,In Progress
3030,1009,21,1,None,14.2,Interac Transfer,2023-02-08 01:28:18,Completed
3031,1983,21,4,None,16.93,Credit Card,2023-12-26 17:11:27,Cancelled
3032,1377,16,2,Extra gravy,15.81,Cash,2023-02-12 05:01:57,In Progress
3033,1632,12,3,Spicy,23.14,Cash,2023-10-16 16:21:01,Cancelled
3034,1636,22,2,None,19.92,Cash,2023-11-16 16:29:58,Cancelled
3035,1681,8,5,Extra mustard,12.38,Credit Card,2023-06-14 13:03:54,In Progress
3036,1583,16,1,Spicy,6.29,Cash,2023-12-27 07:40:38,Completed
3037,1151,1,5,Extra gravy,24.19,Credit Card,2023-12-03 03:12:51,Cancelled
3038,1719,4,3,Spicy,13.81,Cash,2023-11-09 18:08:12,In Progress
3039,1048,10,3,No powdered sugar,27.24,Interac Transfer,2023-09-07 15:13:51,Cancelled
3040,1153,11,3,No powdered sugar,14.88,Cash,2023-01-29 20:05:18,Cancelled
3041,1858,17,3,None,22.94,Cash,2023-04-26 13:24:25,In Progress
3042,1292,7,2,No powdered sugar,28.49,Credit Card,2023-11-14 06:00:39,Cancelled
3043,1579,12,3,Extra gravy,21.28,Credit Card,2023-12-12 20:59:58,Completed
3044,1049,21,3,None,15.34,Credit Card,2023-08-12 10:06:43,Completed
3045,1663,7,2,Extra gravy,19.18,Interac Transfer,2023-06-30 02:15:48,Cancelled
3046,1530,12,3,Extra gravy,18.59,Interac Transfer,2023-11-16 14:45:04,Cancelled
3047,1611,15,5,No powdered sugar,19.62,Credit Card,2023-09-10 18:49:27,In Progress
3048,1059,2,5,No powdered sugar,8.67,Interac Transfer,2023-07-09 21:04:32,Completed
3049,1166,14,4,Extra gravy,22.46,Credit Card,2023-08-04 09:19:55,Cancelled
3050,1201,13,5,No powdered sugar,8.63,Interac Transfer,2023-08-10 15:39:36,Completed
3051,1856,4,1,No powdered sugar,5.37,Credit Card,2023-08-11 04:27:02,Cancelled
3052,1145,14,1,No powdered sugar,20.62,Credit Card,2023-08-17 03:54:12,In Progress
3053,1914,14,1,Spicy,7.92,Interac Transfer,2023-02-16 07:49:00,In Progress
3054,1675,16,2,Extra gravy,24.26,Cash,2023-07-15 01:59:46,Completed
3055,1969,7,5,Extra mustard,26.65,Credit Card,2023-09-05 04:14:50,Completed
3056,1992,19,1,Extra gravy,28.62,Credit Card,2023-12-26 16:07:04,Cancelled
3057,1438,2,4,None,21.61,Cash,2023-06-29 17:57:05,Cancelled
3058,1241,10,2,No powdered sugar,17.05,Credit Card,2023-10-19 07:52:57,Cancelled
3059,1580,18,4,No powdered sugar,13.81,Credit Card,2023-11-04 03:44:31,Completed
3060,1686,17,5,Extra mustard,17.27,Interac Transfer,2023-05-30 03:21:07,In Progress
3061,1560,5,3,None,9.76,Cash,2023-02-15 03:10:18,In Progress
3062,1482,12,4,Spicy,13.71,Credit Card,2023-01-02 00:01:08,Completed
3063,1107,6,3,Extra gravy,22.95,Credit Card,2023-05-03 21:43:06,In Progress
3064,1225,22,2,Spicy,10.44,Cash,2023-11-19 16:55:12,Completed
3065,1672,9,4,None,11.6,Cash,2023-05-19 03:26:12,Cancelled
3066,1630,20,4,Extra mustard,23.73,Interac Transfer,2023-07-01 12:22:58,Completed
3067,1660,1,2,None,9.45,Interac Transfer,2023-01-17 09:45:48,In Progress
3068,1976,22,2,Extra mustard,11.15,Interac Transfer,2023-06-08 21:30:56,Completed
3069,1661,15,1,Spicy,5.44,Credit Card,2023-08-30 04:24:27,Completed
3070,1431,21,5,Spicy,23.0,Cash,2023-08-04 20:35:54,Completed
3071,1804,6,4,None,20.45,Interac Transfer,2023-10-30 02:05:57,Completed
3072,1654,19,4,None,22.36,Cash,2023-09-16 07:07:41,In Progress
3073,1418,18,2,No powdered sugar,10.36,Credit Card,2023-11-21 08:32:44,Cancelled
3074,1987,6,2,Extra mustard,22.18,Credit Card,2023-09-02 04:22:04,In Progress
3075,1454,13,5,No powdered sugar,19.91,Cash,2023-07-19 07:01:47,In Progress
3076,1159,1,2,Extra gravy,14.15,Cash,2023-09-25 02:54:56,Cancelled
3077,1522,13,3,Extra gravy,15.95,Interac Transfer,2023-12-19 22:36:49,In Progress
3078,1649,7,3,None,19.2,Cash,2023-02-06 10:52:18,Cancelled
3079,1968,15,3,Spicy,17.33,Interac Transfer,2023-04-21 15:47:55,Cancelled
3080,1589,12,3,Extra gravy,21.05,Cash,2023-04-07 17:25:52,Completed
3081,1076,1,5,Extra gravy,9.52,Cash,2023-03-09 19:47:56,In Progress
3082,1508,15,4,No powdered sugar,18.52,Cash,2023-01-09 04:13:27,Cancelled
3083,1440,4,3,No powdered sugar,16.26,Credit Card,2023-07-15 10:45:19,In Progress
3084,1253,13,2,Extra gravy,16.53,Credit Card,2023-02-10 03:59:29,In Progress
3085,1920,5,3,None,16.73,Credit Card,2023-07-04 18:30:55,Cancelled
3086,1769,2,5,No powdered sugar,27.04,Interac Transfer,2023-05-10 07:34:20,Completed
3087,1319,1,2,Extra gravy,25.47,Interac Transfer,2023-10-06 05:40:29,Cancelled
3088,1802,16,3,Spicy,20.74,Credit Card,2023-08-09 19:39:25,Completed
3089,1262,6,4,No powdered sugar,22.91,Credit Card,2023-12-05 09:07:14,Cancelled
3090,1596,16,2,Extra gravy,6.07,Cash,2023-06-16 18:08:30,Cancelled
3091,1657,14,2,Extra mustard,23.6,Cash,2023-05-11 03:50:34,Completed
3092,1834,3,4,No powdered sugar,17.15,Interac Transfer,2023-12-08 17:40:39,Completed
3093,1553,15,2,Extra mustard,12.94,Interac Transfer,2023-06-19 04:19:45,In Progress
3094,1373,3,3,No powdered sugar,8.49,Cash,2023-08-02 22:48:07,Cancelled
3095,1636,2,2,No powdered sugar,6.88,Interac Transfer,2023-08-09 14:07:41,In Progress
3096,1166,1,3,Extra mustard,6.12,Credit Card,2023-05-05 17:42:16,In Progress
3097,1936,9,4,None,9.04,Cash,2023-09-15 04:16:29,Completed
3098,1752,9,1,Extra gravy,5.75,Cash,2023-09-07 08:49:34,Completed
3099,1458,7,4,None,23.32,Interac Transfer,2023-06-25 02:51:14,In Progress
3100,1998,3,3,None,11.22,Cash,2023-04-13 07:31:00,Completed
3101,1279,18,5,Extra gravy,14.22,Cash,2023-07-07 20:36:55,Cancelled
3102,1699,11,4,Spicy,25.57,Credit Card,2023-02-22 03:02:41,Completed
3103,1301,7,5,None,7.87,Cash,2023-06-25 12:48:11,Completed
3104,1530,9,5,None,25.89,Cash,2023-06-15 14:19:02,Cancelled
3105,1579,1,3,None,20.99,Cash,2023-10-10 17:57:31,Completed
3106,1217,14,3,Spicy,13.55,Cash,2023-02-14 23:30:19,In Progress
3107,1101,20,1,No powdered sugar,7.95,Credit Card,2023-12-24 23:15:29,In Progress
3108,1553,6,2,Extra mustard,7.29,Cash,2023-04-16 15:43:28,In Progress
3109,1287,7,4,Extra mustard,13.39,Credit Card,2023-04-06 17:03:15,Completed
3110,1166,10,3,Spicy,8.51,Credit Card,2023-11-30 03:55:07,Completed
3111,1620,7,4,None,11.69,Credit Card,2023-01-18 12:03:44,Completed
3112,1035,2,5,Extra mustard,6.32,Interac Transfer,2023-12-18 00:19:37,In Progress
3113,1743,4,2,Spicy,19.88,Interac Transfer,2023-08-14 13:42:24,Completed
3114,1740,21,1,Extra gravy,8.63,Cash,2023-11-05 19:57:52,Cancelled
3115,1352,17,4,Extra mustard,23.92,Credit Card,2023-03-04 17:02:20,Completed
3116,1675,1,2,Extra gravy,10.45,Interac Transfer,2023-10-24 20:01:44,In Progress
3117,1898,10,1,None,24.95,Cash,2023-01-07 09:27:16,Cancelled
3118,1072,19,4,Extra mustard,9.75,Interac Transfer,2023-09-18 14:15:42,Cancelled
3119,1647,15,2,Spicy,23.03,Credit Card,2023-07-12 13:39:12,In Progress
3120,1352,10,3,No powdered sugar,13.33,Cash,2023-01-06 13:24:58,Cancelled
3121,1890,19,4,Extra mustard,19.58,Credit Card,2023-01-18 23:00:55,Cancelled
3122,1069,12,2,Extra mustard,5.97,Credit Card,2023-10-11 01:53:06,Cancelled
3123,1424,16,1,Extra mustard,17.38,Interac Transfer,2023-11-04 23:22:57,Cancelled
3124,1998,9,2,Extra mustard,8.72,Cash,2023-06-01 17:27:29,Cancelled
3125,1707,15,3,Spicy,17.16,Cash,2023-08-24 14:13:01,Completed
3126,1780,17,4,Spicy,8.53,Cash,2023-04-20 17:38:40,In Progress
3127,1560,14,4,No powdered sugar,15.93,Interac Transfer,2023-06-27 18:05:07,In Progress
3128,1827,18,4,Spicy,7.77,Cash,2023-04-27 15:49:17,Completed
3129,1641,2,3,Spicy,10.5,Interac Transfer,2023-06-17 22:18:40,Completed
3130,1955,4,1,None,19.88,Cash,2023-02-02 05:44:46,In Progress
3131,1516,18,4,None,29.42,Interac Transfer,2023-03-22 03:48:47,In Progress
3132,1427,7,1,Extra gravy,16.23,Cash,2023-10-19 06:29:14,Completed
3133,1538,13,2,No powdered sugar,22.18,Interac Transfer,2023-11-05 03:13:22,Completed
3134,1159,15,1,None,18.49,Credit Card,2023-04-06 19:13:56,Cancelled
3135,1148,22,1,No powdered sugar,17.46,Credit Card,2023-03-21 12:47:10,Completed
3136,1775,1,4,No powdered sugar,6.62,Credit Card,2023-10-06 02:22:39,Completed
3137,1229,11,5,Extra mustard,8.61,Cash,2023-03-24 03:05:50,Cancelled
3138,1711,10,5,No powdered sugar,27.08,Interac Transfer,2023-01-20 02:18:00,Cancelled
3139,1561,5,3,Extra mustard,15.25,Credit Card,2023-09-08 01:28:37,In Progress
3140,1066,16,3,Extra gravy,20.36,Cash,2023-02-18 07:49:36,In Progress
3141,1811,11,5,Extra gravy,18.21,Interac Transfer,2023-05-09 19:02:29,Completed
3142,1380,21,2,Extra gravy,14.47,Credit Card,2023-08-03 10:02:30,Cancelled
3143,1057,6,4,Extra mustard,14.7,Credit Card,2023-09-14 12:07:41,Cancelled
3144,1258,9,4,Extra mustard,18.89,Cash,2023-02-09 17:16:44,In Progress
3145,1341,13,2,Extra gravy,8.53,Interac Transfer,2023-09-14 00:31:12,In Progress
3146,1837,8,2,Extra mustard,14.68,Cash,2023-06-29 07:05:51,Completed
3147,1129,14,5,Spicy,16.17,Credit Card,2023-09-27 04:42:45,Cancelled
3148,1726,1,3,Spicy,29.63,Cash,2023-10-04 01:36:21,In Progress
3149,1171,17,2,Extra mustard,13.79,Cash,2023-07-14 19:18:23,Completed
3150,1769,5,3,Extra mustard,21.11,Credit Card,2023-02-22 23:22:06,Completed
3151,1613,2,1,None,8.44,Credit Card,2023-08-05 06:11:35,Completed
3152,1208,9,4,None,6.64,Interac Transfer,2023-08-25 05:50:30,In Progress
3153,1802,4,5,No powdered sugar,26.79,Interac Transfer,2023-12-27 12:33:33,In Progress
3154,1353,17,4,No powdered sugar,23.27,Credit Card,2023-06-19 21:19:09,In Progress
3155,1470,17,5,No powdered sugar,12.94,Credit Card,2023-02-24 06:16:00,In Progress
3156,1797,21,1,Extra gravy,17.61,Interac Transfer,2023-12-04 22:33:34,In Progress
3157,1115,18,4,Spicy,8.39,Cash,2023-10-07 00:16:42,Cancelled
3158,1263,16,1,Extra gravy,22.68,Credit Card,2023-07-04 10:15:55,Cancelled
3159,1661,8,5,Extra mustard,6.76,Credit Card,2023-07-29 00:59:14,Cancelled
3160,1811,11,2,None,23.93,Cash,2023-01-22 23:52:13,Cancelled
3161,1441,21,4,Extra mustard,18.67,Interac Transfer,2023-11-10 17:32:33,Completed
3162,1547,21,1,Extra mustard,11.97,Interac Transfer,2023-02-05 20:12:17,Completed
3163,1452,18,4,None,26.56,Cash,2023-11-25 10:23:00,Cancelled
3164,1844,10,4,Extra mustard,29.65,Credit Card,2023-08-19 14:32:50,In Progress
3165,1476,13,4,No powdered sugar,11.36,Cash,2023-11-01 22:40:06,Cancelled
3166,1286,17,3,None,25.16,Credit Card,2023-10-27 09:09:20,Cancelled
3167,1302,18,1,Extra mustard,23.75,Interac Transfer,2023-04-14 21:41:48,Completed
3168,1310,10,1,No powdered sugar,23.68,Credit Card,2023-10-28 11:54:20,In Progress
3169,1207,16,4,No powdered sugar,28.93,Credit Card,2023-09-23 15:56:42,Completed
3170,1617,20,2,Spicy,17.17,Credit Card,2023-12-06 06:38:19,In Progress
3171,1445,5,4,No powdered sugar,21.85,Credit Card,2023-05-20 03:35:26,Completed
3172,1669,13,3,Extra gravy,25.6,Credit Card,2023-03-01 08:39:54,Cancelled
3173,1632,18,5,None,16.99,Interac Transfer,2023-07-04 15:09:44,In Progress
3174,1054,17,3,None,17.04,Cash,2023-10-28 14:48:45,Completed
3175,1911,9,2,None,12.97,Interac Transfer,2023-10-28 12:43:08,Cancelled
3176,1011,14,4,Extra mustard,24.52,Credit Card,2023-03-13 02:00:02,Completed
3177,1656,17,1,Extra mustard,22.15,Cash,2023-10-04 11:56:33,Completed
3178,1399,4,4,Extra gravy,16.28,Credit Card,2023-10-20 10:28:39,Completed
3179,1907,18,2,No powdered sugar,15.48,Interac Transfer,2023-11-27 06:00:42,Cancelled
3180,1647,20,1,Extra mustard,6.81,Interac Transfer,2023-09-29 02:16:19,In Progress
3181,1979,15,3,No powdered sugar,5.16,Credit Card,2023-11-30 00:03:42,Completed
3182,1514,11,5,No powdered sugar,18.22,Credit Card,2023-10-14 08:08:54,Cancelled
3183,1655,12,5,Extra mustard,15.44,Cash,2023-07-07 01:25:25,Completed
3184,1541,9,4,Extra mustard,24.9,Cash,2023-04-04 18:56:53,In Progress
3185,1236,13,3,Extra gravy,18.57,Credit Card,2023-12-26 16:22:04,Completed
3186,1278,15,2,Spicy,28.42,Cash,2023-01-26 11:33:18,Cancelled
3187,1347,15,5,None,9.9,Credit Card,2023-07-19 02:36:27,Completed
3188,1626,5,3,Extra mustard,29.75,Credit Card,2023-03-03 21:52:04,Completed
3189,1103,19,4,Extra mustard,12.45,Credit Card,2023-08-26 11:19:06,In Progress
3190,1629,20,1,No powdered sugar,21.06,Interac Transfer,2023-02-03 06:27:46,In Progress
3191,1516,14,4,Spicy,17.55,Credit Card,2023-04-22 15:13:45,In Progress
3192,1979,17,4,Extra mustard,13.99,Credit Card,2023-12-05 11:08:48,Completed
3193,1871,18,3,Spicy,8.48,Credit Card,2023-03-07 04:31:51,Cancelled
3194,1247,21,5,None,8.37,Cash,2023-12-28 02:22:18,Completed
3195,1363,3,3,No powdered sugar,22.79,Credit Card,2023-10-11 00:13:06,Completed
3196,1320,2,1,Extra gravy,14.44,Interac Transfer,2023-09-17 17:17:04,Completed
3197,1632,1,3,None,29.03,Interac Transfer,2023-03-05 01:03:19,Completed
3198,1285,10,2,Spicy,13.14,Credit Card,2023-11-12 12:35:58,In Progress
3199,1148,19,4,Spicy,29.59,Credit Card,2023-09-22 19:36:04,In Progress
3200,1083,17,5,None,10.14,Credit Card,2023-11-25 14:44:42,In Progress
3201,1965,12,1,Spicy,7.57,Interac Transfer,2023-09-04 09:34:58,In Progress
3202,1405,1,4,Extra gravy,12.81,Cash,2023-05-17 18:21:32,Cancelled
3203,1977,12,3,Extra gravy,27.14,Cash,2023-04-22 11:20:20,Completed
3204,1455,17,2,Spicy,18.05,Credit Card,2023-01-28 20:56:37,Completed
3205,1742,3,3,Spicy,8.39,Cash,2023-06-06 11:53:01,Completed
3206,1799,11,4,Extra gravy,10.06,Interac Transfer,2023-04-26 05:49:50,Cancelled
3207,1160,17,1,Spicy,12.78,Credit Card,2023-08-16 10:16:36,Cancelled
3208,1783,3,5,Extra mustard,19.75,Cash,2023-01-09 04:24:15,In Progress
3209,1459,8,4,No powdered sugar,13.31,Credit Card,2023-05-25 22:17:07,Completed
3210,1549,20,1,Extra mustard,23.68,Credit Card,2023-05-03 06:57:26,Completed
3211,1499,4,4,Spicy,20.41,Interac Transfer,2023-03-19 10:47:13,Cancelled
3212,1737,21,2,Spicy,26.85,Interac Transfer,2023-07-14 08:56:40,Completed
3213,1508,22,3,No powdered sugar,17.52,Cash,2023-08-27 03:58:36,Cancelled
3214,1653,7,5,Spicy,13.28,Interac Transfer,2023-04-30 04:02:29,In Progress
3215,1803,14,1,No powdered sugar,29.91,Credit Card,2023-05-04 20:28:56,Cancelled
3216,1480,14,5,Extra gravy,13.89,Interac Transfer,2023-12-22 03:37:30,Completed
3217,1662,4,5,No powdered sugar,15.72,Cash,2023-07-16 12:21:08,Cancelled
3218,1113,16,5,No powdered sugar,25.23,Cash,2023-01-22 22:23:48,Cancelled
3219,1748,22,1,Extra mustard,7.22,Cash,2023-07-11 09:11:33,In Progress
3220,1577,1,1,Spicy,14.66,Interac Transfer,2023-07-07 23:32:37,Completed
3221,1360,17,5,Extra gravy,7.14,Interac Transfer,2023-11-06 22:41:31,Completed
3222,1340,10,3,None,8.48,Interac Transfer,2023-05-19 15:49:58,In Progress
3223,1769,22,4,No powdered sugar,5.12,Interac Transfer,2023-04-04 03:41:57,Cancelled
3224,1986,16,5,None,5.24,Interac Transfer,2023-10-19 00:03:33,Cancelled
3225,1760,16,2,Spicy,14.51,Cash,2023-12-20 02:41:01,Completed
3226,1968,8,5,No powdered sugar,25.23,Cash,2023-08-23 04:35:20,Cancelled
3227,1448,7,1,None,19.68,Interac Transfer,2023-06-29 03:45:26,In Progress
3228,1842,6,4,Extra mustard,20.87,Credit Card,2023-05-14 10:42:26,Completed
